web-scraper-order,web-scraper-start-url,product,product-href,product-href,price,description,ulasan,img-src
1628310895-393,https://www.tokopedia.com/search?q=handphone+samsung&source=related_keyword&st=product,,https://www.tokopedia.com/distriponsel/samsung-galaxy-a52-8-256gb-8-128gb-garansi-resmi-8-gb-128-gb-256-gb-8gb-128gb-non-bundlle?whid=0,Samsung Galaxy A52 8/256GB 8/128GB Garansi Resmi 8 GB 128 GB 256 GB - 8GB 128GB Non Bundlle,Rp4.705.000,Kondisi: BaruBerat: 500 GramKategori: Android OSEtalase: Samsung SmartphonesKatalog: Samsung Galaxy A52Tersedia juga product merk lain dan melayani COD silahkan wa untuk lebih detail *087888316441 Mengenai varian: Non Bundle = Tidak dapat bonus yang seperti digambar Bundle Headset = Dapat bonus headset Pioneer Bundle Powerbank = Dapat bonus Realme Powerbank 2i Bundle Hydrogel = Dapat bonus Anti Gores Hydrogel Bundle Lengkap = Dapat semua bonus yang disebutkan diatas HARAP DIBACA SEBELUM MEMBELI WARNA READY: Hitam Putih CANTUMKAN PILIHAN WARNA PADA CATATAN UNTUK PENJUAL BONUS AKAN DIKIRIMKAN SELAMA STOCK TERSEDIA Belanja lebih hemat pakai voucher cek disini: https://www.tokopedia.com/promo/ Tersedia juga produk Xiaomi: https://www.tokopedia.com/vivolucky/etalase/xiaomi-smartphones Tersedia juga produk Vivo: https://www.tokopedia.com/vivolucky/etalase/vivo-smartphones Tersedia juga produk Oppo: https://www.tokopedia.com/vivolucky/etalase/oppo-smartphones Tersedia juga produk Samsung: https://www.tokopedia.com/vivolucky/etalase/samsung-smartphones NOTE SEBELUM MEMBELI: - Barang yang dijual adalah BNIB ( Brand New In Box ) kita tidak jual barang bekas ataupun refurbish - Untuk product Oppo Vivo dan Realme segel terlebih dahulu kita buka sebelum di kirim untuk di ambil & di registrasi kartu garansi. - Spesifikasi lengkap dapat dicek melalui website resmi masing- masing produk. - Kerusakan dan kehilangan saat pengiriman diluar tanggung jawab kami. - Sangat disarankan memakai Asuransi pengiriman untuk menghindari resiko pengiriman. - Barang yang sudah dibeli tidak dapat ditukar atau di kembalikan kecuali ada cacat barang saat baru dibuka. - Pengembalian barang dengan alasan cacat fisik handphone charger dan kabel tidak diterima jika sudah lewat 12 jam dari penerimaan barang. - Membeli berarti setuju.Lihat Selengkapnya,4.7/5,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/8/4/cdd556cd-68db-453f-819c-f8e0b01e5f6e.jpg.webp?ect=4g
1628309590-361,https://www.tokopedia.com/search?q=handphone+samsung&source=related_keyword&st=product,,https://www.tokopedia.com/centralphone73/samsung-m21-4-64gb-garansi-resmi-sein-biru?whid=0,Samsung M21 4/64GB - GARANSI RESMI SEIN - Biru,Rp2.285.000,"Kondisi: BaruBerat: 330 GramKategori: Android OSEtalase: Semua EtalaseDetail - Display Type: 6.4"" FHD+ Infinity-U Display Super AMOLED - Rear Camera: Triple Camera 48MP + 8MP + 5MP - Front Camera: 20MP - Memory: 4GB RAM / 64GB ROM (external memory up to 512GB) - Processor: Exynos 9611 Octa-core - Battery: 6.000 mAh Fast Charging up to 15W - Feature: Game Booster Fingerprint Face Recognition Lihat Selengkapnya",5.0/5,https://images.tokopedia.net/img/cache/100-square/product-1/2020/5/26/2634574/2634574_c07ab157-bb73-4f31-9101-052b8e5c40e0_1920_1920.jpg.webp?ect=4g
1628311323-402,https://www.tokopedia.com/search?q=handphone+samsung&source=related_keyword&st=product,,https://www.tokopedia.com/gudang-hp/samsung-galaxy-a12-4-128-gb-garansi-resmi-sein-biru?whid=0,Samsung Galaxy A12 4/128 GB Garansi Resmi SEIN - Hitam,Rp2.239.000,Kondisi: BaruBerat: 500 GramKategori: Android OSEtalase: HP Samsung ResmiReady Stock *08 July 2021 SIM Single SIM (Nano-SIM) or Dual SIM (Nano-SIM dual stand-by) Size 6.5 inches PLATFORM OS Android 10 Chipset Mediatek MT6765 Helio P35 (12nm) CPU Octa-core (4x2.35 GHz Cortex-A53 & 4x1.8 GHz Cortex-A53) GPU PowerVR GE8320 Internal 128GB 4GB RAM MAIN CAMERA Quad 48 MP 5 MP 2 MP 2 MP SELFIE CAMERA Single 8 MP f/2.2 BATTERY Type Li-Po 5000 mAh non-removableLihat Selengkapnya,4.9/5,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/6/23/6baf216f-2cb1-464c-8f86-2f05ca28c3b4.jpg.webp?ect=4g
1628311755-417,https://www.tokopedia.com/search?q=handphone+samsung&source=related_keyword&st=product,,https://www.tokopedia.com/supergadgettt/samsung-galaxy-a52-8-128-8-256-gb-kamera-4k-ram-8-rom-128-256-resmi-awesome-black-a52-8-128-gb?whid=0,Samsung Galaxy A52 8/128 8/256 GB Kamera 4K RAM 8 ROM 128 256 Resmi - Awesome Black A52 8/128 GB,Rp4.999.000,Kondisi: BaruBerat: 300 GramKategori: Android OSEtalase: SmartphoneKatalog: Samsung Galaxy A52Resolusi Layar 1080 x 2400 pixels Qualcomm SM7225 Snapdragon 720G (8 nm) Android 11 One UI 3.0 8GB / 128GB / 256GB microSDXC Kamera Belakang Resolusi 64 MP f/2.0 26mm (wide) 1/2.0″ 0.8µm PDAF OIS 12 MP f/2.2 123˚ 5 MP f/2.4 5 MP f/2.2 Fitur LED flash panorama HDR Video 4K@30fps 1080p@30/120fps; gyro-EIS Kamera Depan Resolusi 32 MP f/2.2 26mm (wide) 1/2.8″ 0.8µm Fitur HDR Video 4K@30fps 1080p@30fps Dual-SIM Fitur Fast charging Sensor Fingerprint  accelerometer gyro proximity compass GRATIS Perlindungan Layar Handphone senilai Rp 750.000 selama 6 bulan (untuk 1 kali klaim terhadap layar). Mekanisme Aktivasi Proteksi Layar senilai 750.000 hanya mengirimkan data di chatbox (Maksimal 4 Hari Dari Tanggal Pembelian). Format: 1. Nama Lengkap 2. Email 3. Nomor HP 4. Type dan warna HP 5. Imei HP 6. Nomor Invoice Dapatkan penawaran promo Special Asuransi Proteksi 12 bulan senilai harga HP saat pembelian bersama device. Benefit: - Proteksi : Layar Baterai Konektor - Limit Proteksi senilai harga handphone - Selama 12 bulan - Klaim lebih dari 1 kali selama limit tersedia Penawaran terbatas hanya didapat saat pembelian bersama device (bundling: + Proteksi Asuransi 12 bulan) : a. Rp 55.000 --> HP di bawah 6 juta (Special Promo) b. Rp 175.000 --> HP di atas 6 juta (Special Promo) Lebih Detail Mengenai Protego Fix: http://salvusmart.id/productdetails/protegofix Promo Menarik Lainnya: GRATIS Paket Data • Bonus Kuota 15GB/bulan selama 24 bulan ( Total 360GB selama 2 Tahun ) dengan syarat Top Pulsa 50rb/ bln sejak kartu diaktifkan. pulsa tidak terpotong • Kuota dapat digunakan untuk seluruh akses data (Main Quota) • Cara Mendapatkan Bonus Kuota: a. Lakukan isi Ulang pulsa Smartfren minimum 50 ribu paling lambat 3 hari setelah aktivasi kartu b. Download aplikasi MySmartfren di Google PlayStore atau Apps Store c. Buka Aplikasi MySmartfren paling lambat 3 hari setelah isi Ulang Terima Kasih sudah berbelanja di Toko kamiLihat Selengkapnya,4.9/5,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/4/27/35c50bd0-7c5a-4072-8baf-45ddb930f4de.jpg.webp?ect=4g
1628310741-387,https://www.tokopedia.com/search?q=handphone+samsung&source=related_keyword&st=product,,https://www.tokopedia.com/distriponsel/samsung-galaxy-a32-8-128gb-6-128gb-garansi-resmi-6-gb-8-gb-128-gb-6gb-128gb-non-bundle?whid=0,Samsung Galaxy A32 8/128GB 6/128GB Garansi Resmi 6 GB 8 GB 128 GB - 6GB 128GB Non Bundle,Rp3.350.000,Kondisi: BaruBerat: 500 GramKategori: Android OSEtalase: Semua EtalaseKatalog: Samsung Galaxy A32Tersedia juga product merk lain dan melayani COD silahkan wa untuk lebih detail *087888316441 Mengenai varian: Non Bundle = Tidak dapat bonus yang seperti digambar Bundle Headset = Dapat bonus headset Pioneer Bundle Powerbank = Dapat bonus Realme Powerbank 2i Bundle Hydrogel = Dapat bonus Anti Gores Hydrogel Bundle Lengkap = Dapat semua bonus yang disebutkan diatas HARAP DIBACA SEBELUM MEMBELI WARNA READY: Hitam Putih CANTUMKAN PILIHAN WARNA PADA CATATAN UNTUK PENJUAL BONUS AKAN DIKIRIMKAN SELAMA STOCK TERSEDIA Belanja lebih hemat pakai voucher cek disini: https://www.tokopedia.com/promo/ Tersedia juga produk Xiaomi: https://www.tokopedia.com/vivolucky/etalase/xiaomi-smartphones Tersedia juga produk Vivo: https://www.tokopedia.com/vivolucky/etalase/vivo-smartphones Tersedia juga produk Oppo: https://www.tokopedia.com/vivolucky/etalase/oppo-smartphones Tersedia juga produk Samsung: https://www.tokopedia.com/vivolucky/etalase/samsung-smartphones NOTE SEBELUM MEMBELI: - Barang yang dijual adalah BNIB ( Brand New In Box ) kita tidak jual barang bekas ataupun refurbish - Untuk product Oppo Vivo dan Realme segel terlebih dahulu kita buka sebelum di kirim untuk di ambil & di registrasi kartu garansi. - Spesifikasi lengkap dapat dicek melalui website resmi masing- masing produk. - Kerusakan dan kehilangan saat pengiriman diluar tanggung jawab kami. - Sangat disarankan memakai Asuransi pengiriman untuk menghindari resiko pengiriman. - Barang yang sudah dibeli tidak dapat ditukar atau di kembalikan kecuali ada cacat barang saat baru dibuka. - Pengembalian barang dengan alasan cacat fisik handphone charger dan kabel tidak diterima jika sudah lewat 12 jam dari penerimaan barang. - Membeli berarti setuju.Lihat Selengkapnya,5.0/5,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/8/4/665eb710-4e74-4d55-99a0-15945f6a789c.jpg.webp?ect=4g
1628311253-399,https://www.tokopedia.com/search?q=handphone+samsung&source=related_keyword&st=product,,https://www.tokopedia.com/gudang-hp/samsung-galaxy-a32-6-128-gb-garansi-resmi-sein-hitam?whid=0,Samsung Galaxy A32 6/128 GB Garansi Resmi SEIN - Hitam,Rp3.331.000,Kondisi: BaruBerat: 500 GramKategori: Android OSEtalase: HP Samsung ResmiKatalog: Samsung Galaxy A32Ready Stock *03 Agustus 2021 SIM Single SIM (Nano-SIM) or Dual SIM (Nano-SIM dual stand-by) Size 6.4 inches 98.9 cm2 (~84.6% screen-to-body ratio) PLATFORM OS Android 11 One UI 3.1 Chipset Mediatek Helio G80 (12 nm) CPU Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55) GPU Mali-G52 MC2 Internal 128GB 6GB RAM MAIN CAMERA Quad 64 MP 8 MP 5 MP 5 MP SELFIE CAMERA Single 20 MP BATTERY Type Li-Ion 5000 mAh non-removableLihat Selengkapnya,4.9/5,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/6/20/16a8b26e-44e9-44b3-943c-85b315f27833.jpg.webp?ect=4g
1628309479-357,https://www.tokopedia.com/search?q=handphone+samsung&source=related_keyword&st=product,,https://ta.tokopedia.com/promo/v1/clicks/8a-xgVY2gmUE6_KN6AnO6_1DUMVj9RzNrc1i6sJDUSC5rfB7q3YXUstaHmFiPcBWgZUEH_ya6AHF6_ep6mFiyRCsUst7o_nDUMVj9RosQR-BUsthoAKRbsKfopjDUSHp9fh5gaUEUMuNZM2jZJ2M33NGPMep_Mh-qMY2_3j7P7Y1ypuozJBR_Ozso1OJZ9PvucP2_JoGqMzUZMgsHBgtyfO6Q7BkQfBouJVO_OzCo1OJqRPvuJJO_1z0P7Y1e_z-q9P2y_-3o3ea69BqzsBE3_UN8u2_Z_g-qjV2_JoGP3Uao32q17jfZ3OZq1Y9ZMhguVjh_VP-H7O1u9z6zOjO3BHhq1NE19PHuO-k_BzS8jYJyR26qj7F_uo-r7BW69BxufzFyMFNqO2yeMgxuOV2_fB-P7B2PfBiH72F3s-DPuKpeSBiHBUh3_oZgMV913Bvq1BRZ3BRq3UpZSCqHMhO3Ao6QfUpeMgxuOV2_fB-P7B2PfBs3VgDyfNDgMzIzMNs81jfZ3OR8uxEZ_CMZIxEgJrh6cgIPRxizpjpgjxdqBB2Z9o-QjNkysoGQVKaZSBiHfzE3Bo-ojBkZ_zo8_zd_M2VP7Ok192ouV1a_S2uq1hAZS2gHsBN3ByN8B29zSBgHMP2_fB-81Y1yRu6ucoE_BzsHJN1z_-6zJ7O_32zq3gzv_7ibm-Orfua9fBjUstioAnNHAeaopKibm-pg9opq3YX9fBjUstizAHR3cVmQ1gI3B-fQVg6uMg6_AV1_JV3eOCt1fgx6IVxPcBMzfVmo1hVuRCuzIVX8utaPSCBQMWeujoqPOo1gMuAuu2Z19ja3sC6y1UhouKf1MVE3AVsH3Jh33dar_z6euPxr9PMqf1aZ7z79O1fZS2-3JNagszz1SVSeSja1jKibm-xQcri6i-pPcOwQA-wQAJibm-XP3Oig9-wQfgwy3zpUstaHmFiQSuWyMua9fVjrOYag9Ji6sUFbm-sy9zwq3zpUs2Qos1DHseDHpnOoV7DUMNwyfVXgcBjy9zB9fVjraUEHsyRbm-xyBY7g9o7Usti_iUDUSC5rRzwy3hSUstiyRCs9RotQRCwP3NhUiFiPMuarfB5QiUEUSyaUiFiyfhOrRzBrBY2gVYfHiUEH_KpopnDUMoxPcuSQR-N9RoOgfPBrRzwy9z7rMBiP9zBUs2QUsU7UB7DUSCaq3oB9f-2gmUEoA1Fbm-SQfVD9fBjUstawe?keywords=handphone+samsung&ob=23&is_search=1&page=1&management_type=1&r=https%3A%2F%2Fwww.tokopedia.com%2Fsupergadgettt%2Fsamsung-galaxy-a72-8-128-8-256-kamera-4k-gb-ram-8-rom-128-256-resmi-awesome-white-a72-8-128gb%3Fsrc%3Dtopads&src=search&dv=desktop&t=desktop,Samsung Galaxy A72 8/128 8/256 Kamera 4K GB RAM 8 ROM 128 256 Resmi - Awesome White A72 8/128GB,Rp5.999.000,Kondisi: BaruBerat: 300 GramKategori: Android OSEtalase: SmartphoneKatalog: Samsung Galaxy A72Fitur Corning Gorilla Glass Qualcomm Snapdragon 720G - ( 8 nm ) Processor Octa-core (2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver) Android 11 One UI 3.0 Ram / Memori Internal 6 - 8 GB / 128GB - 256GB Memori Eksternal Kamera Belakang Resolusi 64 MP f/2.0 26mm (wide) 1/2.0″ 0.8µm PDAF OIS 8 MP f/2.2 123˚ 12 MP f/2.4 2 MP f/2.2 Fitur LED flash panorama HDR Video 4K@30fps 1080p@30/120fps; gyro-EIS 32 MP f/2.2 26mm 1/2.8″ 0.8µm Fitur HDR Video 4K@30fps 1080p@30fps Kapasitas 5000 mAh Sensor Fingerprint GRATIS Perlindungan Layar Handphone senilai Rp 750.000 selama 6 bulan (untuk 1 kali klaim terhadap layar). Mekanisme Aktivasi Proteksi Layar senilai 750.000 hanya mengirimkan data di chatbox (Maksimal 4 Hari Dari Tanggal Pembelian). Format: 1. Nama Lengkap 2. Email 3. Nomor HP 4. Type dan warna HP 5. Imei HP 6. Nomor Invoice Dapatkan penawaran promo Special Asuransi Proteksi 12 bulan senilai harga HP saat pembelian bersama device. Benefit: - Proteksi : Layar Baterai Konektor - Limit Proteksi senilai harga handphone - Selama 12 bulan - Klaim lebih dari 1 kali selama limit tersedia Penawaran terbatas hanya didapat saat pembelian bersama device (bundling: + Proteksi Asuransi 12 bulan) : a. Rp 55.000 --> HP di bawah 6 juta (Special Promo) b. Rp 175.000 --> HP di atas 6 juta (Special Promo) Lebih Detail Mengenai Protego Fix: http://salvusmart.id/productdetails/protegofix Promo Menarik Lainnya: GRATIS Paket Data • Bonus Kuota 15GB/bulan selama 24 bulan ( Total 360GB selama 2 Tahun ) dengan syarat Top Pulsa 50rb/ bln sejak kartu diaktifkan. pulsa tidak terpotong • Kuota dapat digunakan untuk seluruh akses data (Main Quota) • Cara Mendapatkan Bonus Kuota: a. Lakukan isi Ulang pulsa Smartfren minimum 50 ribu paling lambat 3 hari setelah aktivasi kartu b. Download aplikasi MySmartfren di Google PlayStore atau Apps Store c. Buka Aplikasi MySmartfren paling lambat 3 hari setelah isi Ulang Terima Kasih sudah berbelanja di Toko kamiLihat Selengkapnya,4.9/5,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/4/27/7ab1f140-751b-41ed-a89c-32570d7305de.jpg.webp?ect=4g
1628311729-416,https://www.tokopedia.com/search?q=handphone+samsung&source=related_keyword&st=product,,https://www.tokopedia.com/supergadgettt/samsung-galaxy-a32-5g-ram-8-rom-128-8gb-128gb-smartphone-resmi-sein-white-non-bundle?whid=0,Samsung Galaxy A32 5G RAM 8 ROM 128 8GB 128GB Smartphone Resmi SEIN - White Non Bundle,Rp3.999.000,"Kondisi: BaruBerat: 300 GramKategori: Android OSEtalase: SmartphoneKatalog: Samsung Galaxy A32 5GSIM: Single SIM or Hybrid Dual SIM Display Size: 6.5 inches 102.0 cm2 (~81.6% screen-to-body ratio) Resolution: 720 x 1600 pixels 20:9 ratio (~270 ppi density) OS: Android 11 One UI 3.0 RAM : 8GB ROM : 128GB Quad: 48 MP f/1.8 26mm (wide) 1/2.0"" 0.8µm PDAF 8 MP f/2.2 123˚ (ultrawide) 1/4.0"" 1.12µm 5 MP f/2.4 (macro) 2 MP f/2.4 (depth) Features: LED flash panorama HDR Video: 4K@30fps 1080p@30/120fps Single: 13 MP f/2.2 (wide) Video: 1080p@30fps Type: Li-Ion 5000 mAh non-removable Charging: Fast charging 15W GRATIS Perlindungan Layar Handphone senilai Rp 750.000 selama 6 bulan (untuk 1 kali klaim terhadap layar). Mekanisme Aktivasi Proteksi Layar senilai 750.000 hanya mengirimkan data di chatbox (Maksimal 4 Hari Dari Tanggal Pembelian). Format: 1. Nama Lengkap 2. Email 3. Nomor HP 4. Type dan warna HP 5. Imei HP 6. Nomor Invoice Dapatkan penawaran promo Special Asuransi Proteksi 12 bulan senilai harga HP saat pembelian bersama device. Benefit: - Proteksi : Layar Baterai Konektor - Limit Proteksi senilai harga handphone - Selama 12 bulan - Klaim lebih dari 1 kali selama limit tersedia Penawaran terbatas hanya didapat saat pembelian bersama device (bundling: + Proteksi Asuransi 12 bulan) : a. Rp 55.000 --> HP di bawah 6 juta (Special Promo) b. Rp 175.000 --> HP di atas 6 juta (Special Promo) Lebih Detail Mengenai Protego Fix: http://salvusmart.id/productdetails/protegofix Promo Menarik Lainnya: GRATIS Paket Data • Bonus Kuota 15GB/bulan selama 24 bulan ( Total 360GB selama 2 Tahun ) dengan syarat Top Pulsa 50rb/ bln sejak kartu diaktifkan. pulsa tidak terpotong • Kuota dapat digunakan untuk seluruh akses data (Main Quota) • Cara Mendapatkan Bonus Kuota: a. Lakukan isi Ulang pulsa Smartfren minimum 50 ribu paling lambat 3 hari setelah aktivasi kartu b. Download aplikasi MySmartfren di Google PlayStore atau Apps Store c. Buka Aplikasi MySmartfren paling lambat 3 hari setelah isi Ulang Terima Kasih sudah berbelanja di Toko kamiLihat Selengkapnya",4.9/5,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/7/16/3d22f26b-1abd-4262-9dc6-c93f25c4a91f.png.webp?ect=4g
1628310818-390,https://www.tokopedia.com/search?q=handphone+samsung&source=related_keyword&st=product,,https://www.tokopedia.com/gudang-hp/samsung-galaxy-m51-8-128-gb-garansi-resmi-sein-putih?whid=0,Samsung Galaxy M51 8/128 GB Garansi Resmi SEIN - Putih,Rp4.123.000,Kondisi: BaruBerat: 500 GramKategori: Android OSEtalase: HP Samsung ResmiKatalog: Samsung Galaxy M51Ready Stock *05 Juli 2021 SIM Dual SIM (Nano-SIM dual stand-by) Size 6.7 inches 108.4 cm2 (~86.7% screen-to-body ratio) PLATFORM OS Android 10 One UI 2.1 Chipset Qualcomm SDM730 Snapdragon 730G (8 nm) CPU Octa-core (2x2.2 GHz Kryo 470 Gold & 6x1.8 GHz Kryo 470 Silver) GPU Adreno 618 MEMORY Card slot microSDXC (dedicated slot) Internal 128GB 8GB RAM MAIN CAMERA Quad 64 MP 12 MP 5 MP 5 MP SELFIE CAMERA Single 32 MP BATTERY Type Li-Po 7000 mAh non-removableLihat Selengkapnya,4.9/5,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/6/23/adbca422-8b92-4f1a-b2d4-be4cda377dec.jpg.webp?ect=4g
1628310014-378,https://www.tokopedia.com/search?q=handphone+samsung&source=related_keyword&st=product,,https://www.tokopedia.com/distriponsel/samsung-galaxy-m12-4-64gb-3-32gb-garansi-resmi-3-gb-32-gb-4-gb-64-gb-3gb-32gb-non-bundle?whid=0,Samsung Galaxy M12 4/64GB 3/32GB Garansi Resmi 3 GB 32 GB 4 GB 64 GB - 3GB 32GB Non Bundle,Rp1.690.000,"Kondisi: BaruBerat: 500 GramKategori: Android OSEtalase: Samsung SmartphonesKatalog: Samsung Galaxy M12Tersedia juga product merk lain dan melayani COD silahkan wa untuk lebih detail *087888316441 Untuk Packing yang lebih aman! https://www.tokopedia.com/distriponsel/ekstra-bubble-wrap-untuk-packing Mengenai varian: Non Bundle = Tidak dapat bonus yang seperti digambar Bundle Headset = Dapat bonus headset Pioneer Bundle Powerbank = Dapat bonus Realme Powerbank 2i Bundle Hydrogel = Dapat bonus Anti Gores Hydrogel Bundle Lengkap = Dapat semua bonus yang disebutkan diatas Tersedia warna: Grey dan Biru Pilihan warna tulis dicatatan saat melakukan checkout! DISPLAY Type PLS IPS 90Hz Size 6.5 inches 102.0 cm2 (~81.9% screen-to-body ratio) Resolution 720 x 1600 pixels 20:9 ratio (~270 ppi density) PLATFORM OS Android 11 One UI Core 3.1 Chipset Exynos 850 (8nm) CPU Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55) GPU Mali-G52 MEMORY Card slot microSDXC (dedicated slot) Internal 32GB 3GB RAM 64GB 4GB RAM 128GB 4GB RAM eMMC 5.1 MAIN CAMERA Quad 48 MP f/2.0 (wide) 1/2.0"" 0.8µm PDAF 5 MP f/2.2 123˚ (ultrawide) 2 MP f/2.4 (macro) 2 MP f/2.4 (depth) Features LED flash panorama HDR Video 1080p@30fps SELFIE CAMERA Single 8 MP f/2.2 (wide) Features HDR Video 1080p@30fps NOTE SEBELUM MEMBELI: - Barang yang dijual adalah BNIB ( Brand New In Box ) kita tidak jual barang bekas ataupun refurbish - Untuk product Oppo Vivo dan Realme segel terlebih dahulu kita buka sebelum di kirim untuk di ambil & di registrasi kartu garansi. - Spesifikasi lengkap dapat dicek melalui website resmi masing- masing produk. - Kerusakan dan kehilangan saat pengiriman diluar tanggung jawab kami. - Sangat disarankan memakai Asuransi pengiriman untuk menghindari resiko pengiriman. - Barang yang sudah dibeli tidak dapat ditukar atau di kembalikan kecuali ada cacat barang saat baru dibuka. - Pengembalian barang dengan alasan cacat fisik handphone charger dan kabelLihat Selengkapnya",4.9/5,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/8/4/b478f0ae-a74a-4a76-81c2-aedc9d9a2191.jpg.webp?ect=4g
1628311272-400,https://www.tokopedia.com/search?q=handphone+samsung&source=related_keyword&st=product,,https://www.tokopedia.com/shopyzid/samsung-galaxy-m31-6000mah-battery-6gb-128gb-6-128-garansi-resmi-biru-58d3?whid=0,SAMSUNG GALAXY M31 - 6000mAh Battery - 6GB 128GB 6/128 - Garansi Resmi - Biru,Rp2.999.900,"Kondisi: BaruBerat: 500 GramKategori: Android OSEtalase: HP Samsung OriginalSAMSUNG GALAXY M31 6/128GB GARANSI RESMI SEIN SAMSUNG INDONESIA IMEI TERDAFTAR DI WEBSITE KEMENPERIN WARNA TERSEDIA SESUAI VARIAN - HITAM - BIRU - MERAH Spesifikasi : NETWORK Technology GSM / HSPA / LTE LAUNCH Announced 2020 February 25 Status Available. Released 2020 March 5 BODY Dimensions 159.2 x 75.1 x 8.9 mm (6.27 x 2.96 x 0.35 in) Weight 191 g (6.74 oz) Build Glass front (Gorilla Glass 3) plastic back plastic frame SIM Dual SIM (Nano-SIM dual stand-by) DISPLAY Type Super AMOLED capacitive touchscreen 16M colors Size 6.4 inches 96.7 cm2 (~80.9% screen-to-body ratio) Resolution 1080 x 2340 pixels 19.5:9 ratio (~411 ppi density) Protection Corning Gorilla Glass 3 PLATFORM OS Android 10.0; One UI 2.0 Chipset Exynos 9611 (10nm) CPU Octa-core (4x2.3 GHz Cortex-A73 & 4x1.7 GHz Cortex-A53) GPU Mali-G72 MP3 MEMORY Card slot microSDXC (dedicated slot) Internal 64GB 6GB RAM 128GB 6GB RAM UFS 2.1 MAIN CAMERA Triple 64 MP f/1.8 26mm (wide) 1/1.72"" 0.8µm PDAF 8 MP f/2.2 12mm (ultrawide) 1/4.0"" 1.12µm 5 MP f/2.4 25mm (macro) 1/5.0"" 1.12µm 5 MP f/2.2 (depth) Features LED flash panorama HDR Video 2160p@30fps 1080p@30fps gyro-EIS SELFIE CAMERA Single 32 MP f/2.0 26mm (wide) 1/2.8"" 0.8µm Features HDR Video 2160p@30fps 1080p@30fps SOUND Loudspeaker Yes 3.5mm jack Yes COMMS WLAN Wi-Fi 802.11 a/b/g/n/ac dual-band Wi-Fi Direct hotspot USB 2.0 Type-C 1.0 reversible connector BATTERY Non-removable Li-Po 6000 mAh batteryLihat Selengkapnya",5.0/5,https://images.tokopedia.net/img/cache/100-square/attachment/2021/3/24/65580410/65580410_442389ac-d212-4008-8ef6-83fa839a1e12.jpg.webp?ect=4g
