web-scraper-order,web-scraper-start-url,product,product-href,product-href,price,description,ulasan,img-src
1628309944-375,https://www.tokopedia.com/search?q=handphone+samsung&source=related_keyword&st=product,,https://www.tokopedia.com/samuderasports/samsung-galaxy-a52-8-128-dan-8-256-2021-garansi-resmi-segel-bnib-hitam-128gb?whid=0,SAMSUNG GALAXY A52 8/128 DAN 8/256 2021 GARANSI RESMI SEGEL BNIB - Hitam 128GB,Rp4.748.000,Kondisi: BaruBerat: 500 GramKategori: Android OSEtalase: Semua EtalaseKatalog: Samsung Galaxy A52Pilih sesuai warna dan varian ya harga sesuai varian warna 128GB = Ram 8GB Memory 128GB 256GB = Ram 8GB Memory 256GB Free Tempered Glass selama persediaan masih ada!! Link Softcase : https://www.tokopedia.com/samuderasports/softcase-samsung-galaxy-a52-a72-silicon-case-premium-a52 GARANSI RESMI SEIN SAMSUNG INDONESIA 1 Tahun (bisa klaim di Indonesia) Kartu Garansi ada di salah satu halaman buku panduan singkat. KIRIM SETIAP HARI ( SENIN - MINGGU ) READY GOJEK/GRAB SEKARANG !! Sameday sebelum - jam 3 SORE (Gosend) jam 4 SORE (Grab) jangan mepet2 Instan sebelum - jam 5 SORE (Gosend) Jam 6 SORE (Grab) jangan mepet2 JNE/J&T DIKIRIM HARI YANG SAMA UNTUK PESANAN SEBELUM JAM 6 SORE (Senin-Jumat) SEBELUM JAM 2 SORE (SABTU-MINGGU/LIBUR) Spesifikasi : Hybrid Dual SIM (Nano-SIM dual stand-by) DISPLAY Type Super AMOLED 90Hz 800 nits (peak) Size 6.5 inches 102.0 cm2 (~84.9% screen-to-body ratio) PLATFORM OS Android 11 One UI 3.1 Chipset Qualcomm SM7125 Snapdragon 720G (8 nm) CPU Octa-core (2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver) GPU Adreno 618 Internal 256GB 8GB RAM MAIN CAMERA Quad 64 MP 12 MP 5 MP 5 MP SELFIE CAMERA Single 32 MP BATTERY Type Li-Po 4500 mAh non-removableLihat Selengkapnya,5.0/5,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/4/7/4b947b5c-cf4d-4ee4-bf2f-d6983374b824.png.webp?ect=4g
1628311392-405,https://www.tokopedia.com/search?q=handphone+samsung&source=related_keyword&st=product,,https://www.tokopedia.com/shopyzid/samsung-galaxy-m02-5000mah-battery-2gb-32gb-2-32-garansi-resmi-birutanpabonus?whid=0,SAMSUNG GALAXY M02 - 5000mAh Battery - 2GB 32GB 2/32 - Garansi Resmi - BiruTanpaBonus,Rp1.249.900,Kondisi: BaruBerat: 500 GramKategori: Android OSEtalase: HP Samsung OriginalSAMSUNG GALAXY M02 2/32GB GARANSI RESMI SEIN SAMSUNG INDONESIA IMEI TERDAFTAR DI WEBSITE KEMENPERIN WARNA TERSEDIA SESUAI VARIAN - BIRU - MERAH Spesifikasi : NETWORK Technology GSM / HSPA / LTE LAUNCH Announced 2021 February 02 Status Available. Released 2021 February 09 BODY Dimensions 164 x 75.9 x 9.1 mm (6.46 x 2.99 x 0.36 in) Weight 206 g (7.27 oz) Build Glass front plastic back plastic frame SIM Single SIM (Nano-SIM) or Dual SIM (Nano-SIM dual stand-by) DISPLAY Type PLS IPS Size 6.5 inches 102.0 cm2 (~81.9% screen-to-body ratio) Resolution 720 x 1600 pixels 20:9 ratio (~270 ppi density) PLATFORM OS Android 10 One UI 2.0 Chipset Mediatek MT6739W (28 nm) CPU Quad-core 1.5 GHz Cortex-A53 GPU PowerVR GE8100 MEMORY Card slot microSDXC (dedicated slot) Internal 32GB 2GB RAM 32GB 3GB RAM eMMC 5.1 MAIN CAMERA Dual 13 MP f/1.9 (wide) AF 2 MP f/2.4 (macro) Features LED flash Video 1080p@30fps SELFIE CAMERA Single 5 MP f/2.0 Video SOUND Loudspeaker Yes 3.5mm jack Yes COMMS WLAN Wi-Fi 802.11 b/g/n Wi-Fi Direct hotspot Bluetooth 5.0 A2DP LE GPS Yes with A-GPS GLONASS NFC No Radio Unspecified USB microUSB 2.0 FEATURES Sensors Accelerometer proximity BATTERY Type Li-Po 5000 mAh non-removable MISC Colors Blue RedLihat Selengkapnya,5.0/5,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/2/24/fb8f1631-7a2a-49f3-aaab-ffb44f7a666d.jpg.webp?ect=4g
1628309564-360,https://www.tokopedia.com/search?q=handphone+samsung&source=related_keyword&st=product,,https://www.tokopedia.com/indigoceluler/samsung-galaxy-m12-ram-4-64-gb-garansi-resmi-biru?whid=0,Samsung Galaxy M12 Ram 4/64 GB Garansi Resmi - Biru,Rp1.875.000,Kondisi: BaruBerat: 500 GramKategori: Android OSEtalase: Semua EtalaseGARANSI RESMI SAMSUNG SEIN INDONESIA READY STOK SIAP KIRIM Network :GSM / HSPA / LTE Dimensions :164.0 x 75.9 x 9.7 Weight :214g SIM :Dual SIM (Nano-SIM dual stand-by) Display :PLS TFT LCD Size :6.5 inches Resolution :720 x 1600 (HD+) OS :Andorid 11 Chipset :Exynos 850 (8nm) CPU :Octa-core (4x2.0 GHz Cortex-A55 & 4x2.0 GHz Cortex-A55) GPU :Mali-G52 Card slot :microSDXC (dedicated slot) Main Camera :Quad 48MP + 5MP + 2MP + 2MP Selfie Camera :8MP Ram 4GB Rom 64GB Sensors :Accelerometer Fingerprint Sensor Virtual Light Sensing Virtual Proximity Sensing Battery :5000 mAh Lihat Selengkapnya,5.0/5,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/5/6/c38984ed-68dc-4310-b9ad-ad7f8538db31.png.webp?ect=4g
1628309684-365,https://www.tokopedia.com/search?q=handphone+samsung&source=related_keyword&st=product,,https://www.tokopedia.com/universestore/samsung-galaxy-a52-8-128-gb-garansi-resmi-samsung-indonesia-sein-hitam?whid=0,Samsung Galaxy A52 8/128 GB - Garansi Resmi Samsung Indonesia (SEIN) - Hitam,Rp4.850.000,"Kondisi: BaruBerat: 500 GramKategori: Android OSEtalase: SamsungKatalog: Samsung Galaxy A52Garansi Resmi Samsung Indonesia (SEIN) 1 Tahun 100% Original Baru dan Segel Imei Terdaftar Resmi di Kemenperin Spesifikasi : NETWORK Technology GSM / HSPA / LTE LAUNCH Announced 2021 March 17 Status Coming soon. Exp. release 2021 March 26 BODY Dimensions 159.9 x 75.1 x 8.4 mm (6.30 x 2.96 x 0.33 in) Weight 189 g (6.67 oz) SIM Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM dual stand-by) IP67 dust/water resistant (up to 1m for 30 mins) DISPLAY Type Super AMOLED 90Hz 800 nits (peak) Size 6.5 inches 102.0 cm2 (~84.9% screen-to-body ratio) Resolution 1080 x 2400 pixels 20:9 ratio (~405 ppi density) Protection Corning Gorilla Glass 5 PLATFORM OS Android 11 One UI 3.1 Chipset Qualcomm SM7125 Snapdragon 720G (8 nm) CPU Octa-core (2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver) GPU Adreno 618 MEMORY Card slot microSDXC (uses shared SIM slot) Internal 128GB 8GB RAM MAIN CAMERA Quad 64 MP f/1.8 26mm (wide) 1/1.7X"" 0.8µm PDAF OIS 12 MP f/2.2 123˚ (ultrawide) 1.12µm 5 MP f/2.4 (macro) 5 MP f/2.4 (depth) Features LED flash panorama HDR Video 4K@30fps 1080p@30/120fps; gyro-EIS SELFIE CAMERA Single 32 MP f/2.2 26mm (wide) 1/2.8"" 0.8µm Features HDR Video 4K@30fps 1080p@30fps SOUND Loudspeaker Yes with stereo speakers 3.5mm jack Yes COMMS WLAN Wi-Fi 802.11 a/b/g/n/ac dual-band Wi-Fi Direct hotspot Bluetooth 5.0 A2DP LE GPS Yes with A-GPS GLONASS GALILEO BDS NFC Yes (market/region dependent) Radio Unspecified USB USB Type-C 2.0 USB On-The-Go FEATURES Sensors Fingerprint (under display optical) accelerometer gyro proximity compass ANT+ BATTERY Type Li-Po 4500 mAh non-removable Charging Fast charging 25W 50% in 30 min (advertised) MISC Colors Awesome Black Awesome White Awesome Violet Awesome BlueLihat Selengkapnya",4.9/5,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/3/19/14b0713b-6170-4f0e-a6aa-32fc9ed7362a.jpg.webp?ect=4g
1628310481-380,https://www.tokopedia.com/search?q=handphone+samsung&source=related_keyword&st=product,,https://www.tokopedia.com/jikalaku/samsung-galaxy-a52-8-256-garansi-resmi-putih?whid=0,SAMSUNG GALAXY A52 8/256 GARANSI RESMI - Putih,Rp5.155.000,Kondisi: BaruBerat: 325 GramKategori: Android OSEtalase: SAMSUNGKatalog: Samsung Galaxy A52SPESIFIKASI DISPLAY Type Super AMOLED 90Hz 800 nits (peak) Size 6.5 inches 102.0 cm2 (~84.9% screen-to-body ratio) PLATFORM OS Android 11 One UI 3.1 Chipset Qualcomm SM7125 Snapdragon 720G (8 nm) CPU Octa-core (2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver) GPU Adreno 618 Internal 256GB 8GB RAM MAIN CAMERA Quad 64 MP 12 MP 5 MP 5 MP SELFIE CAMERA Single 32 MP BATTERY Type Li-Po 4500 mAh non-removableLihat Selengkapnya,5.0/5,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/4/5/4fb8507b-0113-4446-bc78-8f2a36b272cb.jpg.webp?ect=4g
1628309659-364,https://www.tokopedia.com/search?q=handphone+samsung&source=related_keyword&st=product,,https://www.tokopedia.com/supergadgettt/samsung-a12-6-128-gb-galaxy-ram-6-rom-128-6-128gb-5000-mah-murah-resmi-white-plus-handsfree?whid=0,Samsung A12 6/128 GB Galaxy RAM 6 ROM 128 6/128GB 5000 mAH Murah Resmi - White Plus Handsfree,Rp2.699.000,Kondisi: BaruBerat: 300 GramKategori: Android OSEtalase: SmartphoneKatalog: Samsung Galaxy A12164 x 75.8 x 8.9 mm (6.46 x 2.98 x 0.35 in) 205 g (7.23 oz) Single SIM or Dual SIM 6.5 inches Resolution: 720 x 1560 pixels Android 10 CPU: Octa-core microSDXC 32GB 3GB RAM 64GB 4GB RAM 128GB 6GB RAM 48 MP f/2.0 (wide) AF 5 MP f/2.2 115˚  2 MP f/2.4  2 MP f/2.4 LED flash panorama HDR Video: 1080p@30fps 8 MP f/2.2 Video: 1080p@30fps Bluetooth: Yes GPS: Yes with A-GPS GLONASS GALILEO BDS USB : USB Type-C 2.0 Sensors: Fingerprint; unspecified sensors Type: 5000 mAh Charging: Fast charging 15W GRATIS Perlindungan Layar Handphone senilai Rp 750.000 selama 6 bulan (untuk 1 kali klaim terhadap layar). Mekanisme Aktivasi Proteksi Layar senilai 750.000 hanya mengirimkan data di chatbox (Maksimal 4 Hari Dari Tanggal Pembelian). Format: 1. Nama Lengkap 2. Email 3. Nomor HP 4. Type dan warna HP 5. Imei HP 6. Nomor Invoice Dapatkan penawaran promo Special Asuransi Proteksi 12 bulan senilai harga HP saat pembelian bersama device. Benefit: - Proteksi : Layar Baterai Konektor - Limit Proteksi senilai harga handphone - Selama 12 bulan - Klaim lebih dari 1 kali selama limit tersedia Penawaran terbatas hanya didapat saat pembelian bersama device (bundling: + Proteksi Asuransi 12 bulan) : a. Rp 55.000 --> HP di bawah 6 juta (Special Promo) b. Rp 175.000 --> HP di atas 6 juta (Special Promo) Lebih Detail Mengenai Protego Fix: http://salvusmart.id/productdetails/protegofix Promo Menarik Lainnya: GRATIS Paket Data • Bonus Kuota 15GB/bulan selama 24 bulan ( Total 360GB selama 2 Tahun ) dengan syarat Top Pulsa 50rb/ bln sejak kartu diaktifkan. pulsa tidak terpotong • Kuota dapat digunakan untuk seluruh akses data (Main Quota) • Cara Mendapatkan Bonus Kuota: a. Lakukan isi Ulang pulsa Smartfren minimum 50 ribu paling lambat 3 hari setelah aktivasi kartu b. Download aplikasi MySmartfren di Google PlayStore atau Apps Store c. Buka Aplikasi MySmartfren paling lambat 3 hari setelah isi Ulang Terima Kasih sudah berbelanja di Toko kamiLihat Selengkapnya,4.9/5,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/5/11/f08d195d-82d3-478a-9f59-de1691c59c26.png.webp?ect=4g
1628309917-374,https://www.tokopedia.com/search?q=handphone+samsung&source=related_keyword&st=product,,https://www.tokopedia.com/h2cell/samsung-galaxy-a52-8-256-ram-8gb-rom-256gb-garansi-resmi-awesome-blue?whid=0,Samsung Galaxy A52 8/256 - RAM 8GB / ROM 256GB - Garansi Resmi - Awesome Blue,Rp5.279.000,"Kondisi: BaruBerat: 600 GramKategori: Android OSEtalase: A32A52A72Katalog: Samsung Galaxy A52Garansi Resmi SEIN Layar 6.5"""" FHD+ sA Infinity O 90Hz + On-sceen FP Processor Snapdragon 720G Octa Core Kamera Belakang 64MP+12MP+5MP+5MP Kamera Depan 32MP RAM 8GB ROM 256GB IP67 for water and dust resistance Battery 4500mAh Dual SIM Hybrid NFC : YES 4G Lihat Selengkapnya",5.0/5,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/5/3/217afc9c-ea58-4228-97d8-a204f8267cb1.jpg.webp?ect=4g
1628311437-407,https://www.tokopedia.com/search?q=handphone+samsung&source=related_keyword&st=product,,https://www.tokopedia.com/starshopv/samsung-galaxy-a32-8-128-gb-nfc-garansi-resmi-sein-white-no-bonus?whid=0,SAMSUNG GALAXY A32 8/128 GB NFC GARANSI RESMI SEIN - WHITE NO BONUS,Rp3.569.000,"Kondisi: BaruBerat: 600 GramKategori: Android OSEtalase: Semua EtalaseSTOK READY LANGSUNG SAJA DI ORDER YA KAK ORIGINAL 100% JAMINAN 100% BARU SEGEL RESMI SAMSUNG GALAXY A32 [8/128GB] Bagi yang mau sekalian order sofcase protective camera bisa klik link dibawa ini https://tokopedia.link/02Qrnxs7hfb BARANG RESMI DAN TERSEGEL IMEI RESMI TERDAFTAR DI KOMEMPERIN FULL BONUS BONUS DAPAT SEMUANYA. WARNA :BLACK BLUE WHITEVIOLET BERGARANSI RESMI SAMSUNG INDONESIA 1 TAHUN(SEIN) SERVIS BEBAS CLAIM DI SELURUH INDONESIA BONUS -HEADSET ORI -TEMPERED GLASS (anti gores kaca) -SOFCASE PREMIUM NOTE:DALAM PAKET PENJUALAN TIDAK DAPAT HEADSET BAWAAN YA KAK. BONUS PASTI DAPAT! Spesifikasi : NETWORK Technology GSM / HSPA / LTE BODY Dimensions 158.9 x 73.6 x 8.4 mm (6.26 x 2.90 x 0.33 in) Weight 184 g (6.49 oz) Build Glass front (Gorilla Glass 5) glass back (Gorilla Glass 5) SIM Single SIM (Nano-SIM) or Dual SIM (Nano-SIM dual stand-by) DISPLAY Type Super AMOLED 90Hz 800 nits (peak) Size 6.4 inches 98.9 cm2 (~84.6% screen-to-body ratio) Resolution 1080 x 2400 pixels 20:9 ratio (~411 ppi density) Protection Corning Gorilla Glass 5 PLATFORM OS Android 11 One UI 3.0 Chipset Mediatek Helio G80 (12 nm) CPU Octa-core (2x2.0 GHz Cortex-A75 & 6x1.8 GHz Cortex-A55) GPU Mali-G52 MC2 MEMORY Card slot microSDXC (dedicated slot) Internal 128GB / 8GB RAM MAIN CAMERA Quad 64 MP f/1.8 26mm (wide) PDAF 8 MP f/2.2 123˚ (ultrawide) 1/4.0"" 1.12µm 5 MP f/2.4 (macro) 5 MP f/2.4 (depth) Features LED flash panorama HDR Video 4K@30fps 1080p@30/120fps SELFIE CAMERA Single 20 MP f/2.2 (wide) Video 1080p@30fps SOUND Loudspeaker Yes 3.5mm jack Yes COMMS WLAN Wi-Fi 802.11 a/b/g/n/ac dual-band Wi-Fi Direct hotspot Bluetooth 5.0 A2DP LE GPS Yes with A-GPS GLONASS BDS GALILEO NFC Yes (market/region dependent) Radio Unspecified USB USB Type-C 2.0 USB On-The-Go FEATURES Sensors Fingerprint (under display optical) accelerometer gyro proximity compass BATTERY Type Li-Ion 5000 mAh non-removable Charging Fast charging 15W Lihat Selengkapnya",4.9/5,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/4/19/6fdf76da-6bc0-4724-96fb-6d9e1df57c12.jpg.webp?ect=4g
1628310689-385,https://www.tokopedia.com/search?q=handphone+samsung&source=related_keyword&st=product,,https://www.tokopedia.com/macpromo/samsung-galaxy-a52-8-256gb-8-128gb-garansi-resmi-8-gb-128-gb-256-gb-8gb-128gb-nonbundle?whid=0,Samsung Galaxy A52 8/256GB 8/128GB Garansi Resmi 8 GB 128 GB 256 GB - 8GB 128GB NonBundle,Rp4.705.000,"Kondisi: BaruBerat: 500 GramKategori: Android OSEtalase: SamsungVARIANT PRODUK Non Bundle : Tidak dapat paket bundling tambahan Bundle Antigores : Dapat Antigores Hydrogel 1pcs Bundle Tootbrush : Dapat Realme N1 Tootbrush / Oase Electric Toothbrush 1pcs (tergantung ketersediaan stok) Bundle Earphones : Dapat Samsung Earphones HS1303 1pcs Bundle Lengkap : Dapat Antigores Hydrogel 1pcs Realme N1 Tootbrush / Oase Electric Toothbrush 1pcs dan Samsung Earphones HS1303 1pcs Warna : Awesome Black Awesome White Awesome Violet Awesome Blue Setiap pembelian unit di ""MAC PROMO"" Official Store CASHBACK HINGGA 300RB Kenapa Wajib Beli di Mac Promo? - Badge Official Store di Tokopedia (Toko sudah terpecaya berkerjasama dengan Tokopedia). - Fast Respone - Free Ongkos Kirim - Free Asuransi Pengiriman - Trusted ( Tidak Perlu diragukan lagi karena kami Official Store) - Produk Bergaransi 1 TAHUN PRODUK YANG DIJUAL DI SINI -Garansi Resmi 1 Tahun -UNIT 100% BARU BUKAN REFUBISH ATAU SECOND -Produk dan Aksesoris 100% ORIGINAL -Good Service Great After Sales -GARANSI Bisa claim di seluruh service center resmi Samsung Indonesia -Kredit Tanpa Kartu Kredit Bisa Menggunakan KREDIVO AKULAKU  HOME KREDIT Spesifikasi : -Super AMOLED 90Hz 800 nits (peak) -6.5 inches 102.0 cm2 (~84.9% screen-to-body ratio) -1080 x 2400 pixels 20:9 ratio (~405 ppi density) -Corning Gorilla Glass 5 -Android 11 One UI 3.1 -Qualcomm SM7125 Snapdragon 720G (8 nm) -Octa-core (2x2.3 GHz Kryo 465 Gold & 6x1.8 GHz Kryo 465 Silver) -Adreno 618 -64 MP f/1.8 26mm (wide) 1/1.7X"" 0.8µm PDAF OIS -12 MP f/2.2 123˚ (ultrawide) 1.12µm -5 MP f/2.4 (macro) -5 MP f/2.4 (depth) -LED flash panorama HDR -4K@30fps 1080p@30/120fps; gyro-EIS -32 MP f/2.2 26mm (wide) 1/2.8"" 0.8µm -4K@30fps 1080p@30fps -Li-Po 4500 mAh non-removable -Fast charging 25W 50% in 30 minLihat Selengkapnya",4.7/5,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/8/6/7371d1eb-939a-4a97-adae-99109d580521.jpg.webp?ect=4g
1628311586-411,https://www.tokopedia.com/search?q=handphone+samsung&source=related_keyword&st=product,,https://www.tokopedia.com/monsterada/samsung-a51-8-128-silver?whid=0,samsung a51 8/128 - silver,Rp3.449.000,"Kondisi: BaruBerat: 400 GramKategori: Android OSEtalase: ElektronikSamsung Galaxy A51 8/128 garansi resmi full segel no repack limitted stock edition! Prosesor CPU Speed 2.3GHz 1.7GHz CPU Type Octa-Core Display Size (Main_Display) 164.0mm (6.5"" full rectangle) / 160.9mm (6.3"" rounded corners) Resolusi (Main Display) 1080 x 2400 (FHD+) Teknologi (Main Display) Super AMOLED Kedalaman Warna (Main Display) 16M Kamera Rear Camera - Resolution (Multiple) 48.0 MP + 12.0 MP + 5.0 MP + 5.0 MP Rear Camera - F Number (Multiple) F2.0  F2.2  F2.4  F2.2 Main Camera - Auto Focus Yes Rear Camera - OIS No Rear Camera Zoom Digital Zoom up to 8x Front Camera - Resolution 32.0 MP Front Camera - F Number F2.2 Front Camera - Auto Focus No Front Camera - OIS No Main Camera - Flash Yes Front Camera - Flash No Resolusi Rekaman Video UHD 4K (3840 x 2160) @30fps Slow Motion 240fps @HD Memori RAM Size (GB) 8 ROM Size (GB) 128 Available Memory (GB)* 107.2 Dukungan Memori Eksternal MicroSD (Up to 512GB) Konektivitas ANT+ Ya USB Interface USB Type-C Versi USB USB 2.0 Teknologi Lokasi GPS Glonass Beidou Galileo Earjack 3.5mm Stereo MHL Tidak Wi-Fi 802.11 a/b/g/n/ac 2.4G+5GHz VHT80 Wi-Fi Direct Ya Versi Bluetooth Bluetooth v5.0 (LE up to 2 Mbps) NFC Yes PC Sync. Smart Switch (PC version)Lihat Selengkapnya",5.0/5,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/5/20/fe53cede-0a82-4c00-b8e5-fdff74bfebca.jpg.webp?ect=3g
1628311652-413,https://www.tokopedia.com/search?q=handphone+samsung&source=related_keyword&st=product,,https://www.tokopedia.com/samuderasports/samsung-galaxy-a72-8-128-dan-8-256-2021-garansi-resmi-segel-bnib-putih-128gb?whid=0,SAMSUNG GALAXY A72 8/128 DAN 8/256 2021 GARANSI RESMI SEGEL BNIB - Putih 128GB,Rp5.648.000,"Kondisi: BaruBerat: 500 GramKategori: Android OSEtalase: HandphonePilih sesuai warna dan varian ya harga sesuai varian warna 128GB = Ram 8GB Memory 128GB 256GB = Ram 8GB Memory 256GB Free Tempered Glass selama persediaan masih ada!! Link Softcase : https://www.tokopedia.com/samuderasports/softcase-samsung-galaxy-a52-a72-silicon-case-premium-a72 GARANSI RESMI SEIN SAMSUNG INDONESIA 1 Tahun (bisa klaim di Indonesia) Kartu Garansi ada di salah satu halaman buku panduan singkat. KIRIM SETIAP HARI ( SENIN - MINGGU ) READY GOJEK/GRAB SEKARANG !! Sameday sebelum - jam 3 SORE (Gosend) jam 4 SORE (Grab) jangan mepet2 Instan sebelum - jam 5 SORE (Gosend) Jam 6 SORE (Grab) jangan mepet2 JNE/J&T DIKIRIM HARI YANG SAMA UNTUK PESANAN SEBELUM JAM 6 SORE (Senin-Jumat) SEBELUM JAM 2 SORE (SABTU-MINGGU/LIBUR) Spesifikasi : Samsung Galaxy A72 memiliki layar Super AMOLED 67 inci resolusi Full HD+ dan refresh rate 90Hz. Modul kamera belakang menampilkan pengaturan quad-camera dengan satu lampu flash LED. Kamera belakang terdiri dari kamera utama 64MP kamera telefoto 8MP zoom 2x kamera ultrawide 12MP dan kamera makro 2MP. Spesifikasi: Network :GSM / HSPA / LTE Dimensions :165.0 x 77.4 x 8.4 Weight :203g SIM :Dual SIM (Nano-SIM dual stand-by) Display :6.7"""" FHD + sAMOLED 90Hz 800 nits +eye shield comfort Infinity-O Display Chipset :Snapdragon 720G Camera Front :32 MP Camera Rear :64 (OIS) + 12 UW + 8 Tele 3X + 5MP Battery :5000 mAh Fingerprint :On Screen Fingerprint In Box Item Travel Adapter (25W Fast Charging) Data Cable (C type) Ejection Pin Quick start guideLihat Selengkapnya",4.9/5,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/3/23/bbd3d0dc-54c5-4a45-8c08-51ccad776ed6.png.webp?ect=3g
1628309614-362,https://www.tokopedia.com/search?q=handphone+samsung&source=related_keyword&st=product,,https://www.tokopedia.com/vouchercentral/samsung-galaxy-a02-3-32-gb-garansi-resmi-sein-hitam?whid=0,Samsung Galaxy A02 3/32 GB Garansi Resmi SEIN - Hitam,Rp1.405.000,"Kondisi: BaruBerat: 402 GramKategori: Android OSEtalase: VoucherGaransi Resmi SEIN 100% WRAP SAMSUNG 100% BNIB 100% ""Pesan hari ini dikirim hari ini juga""",5.0/5,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/6/19/e9c48c44-287c-4e8b-a439-6f96e35a457f.jpg.webp?ect=4g
1628310526-382,https://www.tokopedia.com/search?q=handphone+samsung&source=related_keyword&st=product,,https://www.tokopedia.com/shopyzid/samsung-galaxy-m62-7000mah-battery-8gb-256gb-8-256-garansi-resmi-laser-black?whid=0,SAMSUNG GALAXY M62 - 7000mAh Battery - 8GB 256GB 8/256 - Garansi Resmi - Laser Black,Rp5.199.900,"Kondisi: BaruBerat: 500 GramKategori: Android OSEtalase: HP Samsung OriginalSAMSUNG GALAXY M62 8/256GB GARANSI RESMI SEIN SAMSUNG INDONESIA IMEI TERDAFTAR DI WEBSITE KEMENPERIN WARNA TERSEDIA SESUAI VARIAN - Laser Black - Laser Blue - Laser Green Spesifikasi : NETWORK Technology GSM / HSPA / LTE LAUNCH Announced 2021 February 24 Status Available. Released 2021 March 03 BODY Dimensions 163.9 x 76.3 x 9.5 mm (6.45 x 3.00 x 0.37 in) Weight 218 g (7.69 oz) Build Glass front plastic back plastic frame SIM Dual SIM (Nano-SIM dual stand-by) DISPLAY Type Super AMOLED Plus 420 nits (peak) Size 6.7 inches 108.4 cm2 (~86.7% screen-to-body ratio) Resolution 1080 x 2400 pixels 20:9 ratio (~393 ppi density) PLATFORM OS Android 11 One UI 3.1 Chipset Exynos 9825 (7 nm) CPU Octa-core (2x2.73 GHz Exynos M4 & 2x2.40 GHz Cortex-A75 & 4x1.95 GHz Cortex-A55) GPU Mali-G76 MP12 MEMORY Card slot microSDXC (dedicated slot) Internal 128GB 8GB RAM 256GB 8GB RAM MAIN CAMERA Quad 64 MP f/1.8 26mm (wide) 1/1.73"" 0.8µm PDAF 12 MP f/2.2 123˚ (ultrawide) 5 MP f/2.4 (macro) 5 MP f/2.4 (depth) Features LED flash panorama HDR Video 4K@30fps 1080p@30fps SELFIE CAMERA Single 32 MP f/2.2 26mm (wide) 1/2.8"" 0.8µm Features HDR Video 4K@30fps 1080p@30fps SOUND Loudspeaker Yes 3.5mm jack Yes COMMS WLAN Wi-Fi 802.11 a/b/g/n/ac dual-band Wi-Fi Direct hotspot Bluetooth 5.0 A2DP LE GPS Yes with A-GPS GLONASS GALILEO BDS NFC Yes Radio FM radio recording USB USB Type-C 2.0 USB On-The-Go FEATURES Sensors Fingerprint (side-mounted) accelerometer gyro proximity compass BATTERY Type Li-Po 7000 mAh non-removable Charging Fast charging 25W Reverse charging MISC Colors Laser Black Laser Blue Laser GreenLihat Selengkapnya",5.0/5,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2021/6/7/627ae2f0-2b3f-4cee-b65a-714e6014b0be.png.webp?ect=4g
1628309995-377,https://www.tokopedia.com/search?q=handphone+samsung&source=related_keyword&st=product,,https://www.tokopedia.com/techstudioid/resmi-samsung-galaxy-s20-fe-navy-lavender-red-mint-orange-white-cloud-white-8gb-128gb?whid=0,(RESMI) Samsung Galaxy S20 FE Navy Lavender Red Mint Orange White - CLOUD WHITE 8GB 128GB,Rp6.999.000,Kondisi: BaruBerat: 1.000 GramKategori: Android OSEtalase: SamsungKatalog: Samsung Galaxy S20BRAND NEW IN BOX (SEGEL RESMI SAMSUNG) Samsung Galaxy 20 FE IMEI Terdaftar kemenperin (resmi Samsung Indonesia) Garansi Samsung Indonesia 1 tahun (Bisa ke samsung service mana aja) Samsung S20 FE RESMI INDONESIA 6.5-inch RAM: 8GB ROM: 128GB Color: Cloud Navy Cloud Lavender Cloud Mint Cloud Red Cloud White Cloud Orange Terpercaya! Bisa cek ulasan kami! https://www.tokopedia.com/techstudioid/review Kami Power Merchant 99% transaksi sukses dan rating 4.9/5.0 Tidak perlu khawatir. Kami sudah menjual ribuan produk Hal yang perlu diperhatikan! 1. Termurah 2. Garansi Samsung Resmi 1 tahun (Segel) 3. Accesories tidak ditukar dijamin new dan original 4. Tidak menjual refurbished ataupun barang distributor hanya resmi 5. Bukan seller abal yang menjual barang rekondisi atau yang bisa tiba tiba hilang kapanpunLihat Selengkapnya,4.9/5,https://images.tokopedia.net/img/cache/100-square/VqbcmM/2020/10/9/12789e49-cf28-4435-8806-132490480d4b.jpg.webp?ect=4g
